	GeneID	adjusted_pvalue	fold_change	GroupID	Vs
583	Gm2036	0.00235113703254197	1.5328754493975152	kmeans_0	Significance vs. kmeans_1
584	Mrpl23	0.00235113703254197	1.8181618881291357	kmeans_0	Significance vs. kmeans_1
585	Gm14414	0.00235113703254197	1.4674621065290256	kmeans_0	Significance vs. kmeans_1
586	Zscan26	0.0023655255882239724	1.5606017965669026	kmeans_0	Significance vs. kmeans_1
587	Cox7a2l	0.0023814407481021066	1.5567327371338426	kmeans_0	Significance vs. kmeans_1
589	Ppic	0.002387638264361699	1.539233798977492	kmeans_0	Significance vs. kmeans_1
588	Epb41l4b	0.002387638264361699	2.214616474777192	kmeans_0	Significance vs. kmeans_1
590	Runx1	0.002407931086513285	1.6657977008687987	kmeans_0	Significance vs. kmeans_1
591	Rps15-ps2	0.0024314143958383957	1.3966097944155718	kmeans_0	Significance vs. kmeans_1
592	Fosl2	0.0024367828122058358	1.9940199209459628	kmeans_0	Significance vs. kmeans_1
593	2410006H16Rik	0.0024386324823787555	1.6797692236543034	kmeans_0	Significance vs. kmeans_1
594	Mapk1ip1l	0.00248915837709487	1.7563431753968193	kmeans_0	Significance vs. kmeans_1
595	Cgn	0.0025217380348214412	1.9465387222590829	kmeans_0	Significance vs. kmeans_1
597	Abcc5	0.0025238850423203916	2.0281956872126834	kmeans_0	Significance vs. kmeans_1
596	Dennd3	0.0025238850423203916	2.081238204483154	kmeans_0	Significance vs. kmeans_1
598	S100a10	0.0025690247149154403	1.8242069505180927	kmeans_0	Significance vs. kmeans_1
599	Anapc11	0.002606256773319116	1.866919919303755	kmeans_0	Significance vs. kmeans_1
600	Fermt2	0.0026700433148183667	1.7092166523836012	kmeans_0	Significance vs. kmeans_1
601	Rabgef1	0.0026968222857241845	2.1183236183665577	kmeans_0	Significance vs. kmeans_1
602	Ier3ip1	0.0027020371304766503	1.857865610549209	kmeans_0	Significance vs. kmeans_1
603	Senp2	0.0027023840745715208	1.9066345915741678	kmeans_0	Significance vs. kmeans_1
604	1810013L24Rik	0.0027240689076388795	1.9833596251025536	kmeans_0	Significance vs. kmeans_1
605	Ndufa7	0.002741736920431762	1.4595147769542942	kmeans_0	Significance vs. kmeans_1
606	Rpl7a	0.0027785139706780126	1.3147859862483915	kmeans_0	Significance vs. kmeans_1
607	Ablim1	0.0027916610544375877	1.9423680701919528	kmeans_0	Significance vs. kmeans_1
608	Uqcrh	0.002812024605023366	1.3340052862086433	kmeans_0	Significance vs. kmeans_1
609	Mrpl30	0.0028485631710972745	1.8360207537271234	kmeans_0	Significance vs. kmeans_1
610	Ddx47	0.002852017253109522	2.2153760920440173	kmeans_0	Significance vs. kmeans_1
611	Gm43519	0.002921013629626771	2.342671263886676	kmeans_0	Significance vs. kmeans_1
612	Rian	0.0029511679981617956	1.9907732527428634	kmeans_0	Significance vs. kmeans_1
614	Cdk14	0.003075367131804113	1.9969240365624892	kmeans_0	Significance vs. kmeans_1
613	Gm11703	0.003075367131804113	1.3330840748818937	kmeans_0	Significance vs. kmeans_1
615	Fbxw8	0.0031171402096183375	2.1272188068720195	kmeans_0	Significance vs. kmeans_1
616	Cep170b	0.0031560936780442054	2.2193284010404333	kmeans_0	Significance vs. kmeans_1
617	Tomm6	0.003269314011848006	1.5338799379327444	kmeans_0	Significance vs. kmeans_1
618	Arf2	0.003305940680841807	2.129268422267416	kmeans_0	Significance vs. kmeans_1
619	Gm7936	0.0033324074927903774	1.7373013912037103	kmeans_0	Significance vs. kmeans_1
620	Rpl6l	0.0034335027479341284	1.5434717181597897	kmeans_0	Significance vs. kmeans_1
621	Rbm26	0.003510258788438848	1.6962611372296519	kmeans_0	Significance vs. kmeans_1
622	Tjp2	0.003610147087953909	1.8359675322040583	kmeans_0	Significance vs. kmeans_1
623	Hnrnpa0	0.003652274720350168	1.809466564121856	kmeans_0	Significance vs. kmeans_1
624	Jarid2	0.003652793482300573	1.8341538810608056	kmeans_0	Significance vs. kmeans_1
625	Gm3531	0.0036812665346371517	1.4824093471859605	kmeans_0	Significance vs. kmeans_1
626	2410004I01Rik	0.0036812665346371517	2.3859323273374873	kmeans_0	Significance vs. kmeans_1
627	ENSMUSG00000065950	0.0037116961628595084	1.3517198273909812	kmeans_0	Significance vs. kmeans_1
628	Zfp703	0.0037247269514129556	1.9146991191664817	kmeans_0	Significance vs. kmeans_1
629	Gm14253	0.003819253588316135	1.4599570532721484	kmeans_0	Significance vs. kmeans_1
630	Arhgef2	0.003889110261397638	1.808020074878679	kmeans_0	Significance vs. kmeans_1
631	Fam189a2	0.003932343595147828	1.953795372662078	kmeans_0	Significance vs. kmeans_1
632	Hpcal1	0.00393239953938945	1.9948495005539995	kmeans_0	Significance vs. kmeans_1
633	Gipr	0.00393239953938945	1.9953738440820006	kmeans_0	Significance vs. kmeans_1
634	Gm5451	0.003951671075322908	1.5951442575108168	kmeans_0	Significance vs. kmeans_1
635	Myef2	0.0039916269679802436	1.8825842907236154	kmeans_0	Significance vs. kmeans_1
636	Tle4	0.004066885530607584	1.9209364652594452	kmeans_0	Significance vs. kmeans_1
637	Med11	0.004084821597369815	2.0999414559161145	kmeans_0	Significance vs. kmeans_1
638	Caprin1	0.004094716768216941	1.8164117702020337	kmeans_0	Significance vs. kmeans_1
639	Nlk	0.004138706782752629	2.0352147154639737	kmeans_0	Significance vs. kmeans_1
640	Egfr	0.004174419897881924	2.075343723016944	kmeans_0	Significance vs. kmeans_1
641	Nbl1	0.004190176302509653	1.9845900651954889	kmeans_0	Significance vs. kmeans_1
642	Eif3k	0.004191484379082176	1.4873946212313782	kmeans_0	Significance vs. kmeans_1
643	Dpm3	0.004314225154716091	1.7954902763610496	kmeans_0	Significance vs. kmeans_1
644	Fam63b	0.004444490079922563	2.1690634536966598	kmeans_0	Significance vs. kmeans_1
645	Gm42676	0.0044954990422934145	1.8339065672014376	kmeans_0	Significance vs. kmeans_1
646	Gls	0.004571513937989327	1.6324333246476088	kmeans_0	Significance vs. kmeans_1
647	Hnrnpu	0.004594279408999845	1.5426934280952196	kmeans_0	Significance vs. kmeans_1
648	Mtmr2	0.004641170560779885	1.6897096056214058	kmeans_0	Significance vs. kmeans_1
649	Erbb3	0.004710619711841709	1.8730637011632107	kmeans_0	Significance vs. kmeans_1
650	Ptprf	0.004711249468785818	1.3950177985826229	kmeans_0	Significance vs. kmeans_1
651	Cox8a	0.004713098775256302	1.549067630297974	kmeans_0	Significance vs. kmeans_1
652	Kidins220	0.004713098775256302	2.153444628239908	kmeans_0	Significance vs. kmeans_1
653	Ndrg1	0.004713098775256302	1.886520017036579	kmeans_0	Significance vs. kmeans_1
654	Tnfrsf4	0.004713098775256302	2.2485445541304054	kmeans_0	Significance vs. kmeans_1
655	Eif4a1	0.004727553320763743	1.4822751918703396	kmeans_0	Significance vs. kmeans_1
656	Fam49a	0.004727553320763743	1.8093131422754576	kmeans_0	Significance vs. kmeans_1
657	Gm6170	0.004819597141800255	1.3191028767799313	kmeans_0	Significance vs. kmeans_1
658	Epb41l3	0.004834747483174869	1.8102413464534142	kmeans_0	Significance vs. kmeans_1
659	Rps27a-ps2	0.004834747483174869	1.5559045313227144	kmeans_0	Significance vs. kmeans_1
660	Sphk1	0.004914950984715186	2.154855924398561	kmeans_0	Significance vs. kmeans_1
661	Perp	0.004950492482641914	2.041514323198763	kmeans_0	Significance vs. kmeans_1
662	Commd2	0.004973465367763658	1.8134589524942488	kmeans_0	Significance vs. kmeans_1
663	Gm3272	0.00498393688629952	1.4108156955321456	kmeans_0	Significance vs. kmeans_1
664	LOC102641315	0.0049954052902571894	1.7653916317350027	kmeans_0	Significance vs. kmeans_1
665	Fxyd4	0.005024282714294942	1.9315384537416704	kmeans_0	Significance vs. kmeans_1
666	Cttnbp2	0.005047679069406045	2.1388941377215005	kmeans_0	Significance vs. kmeans_1
667	Morf4l2	0.005170220128492547	1.6133527892527935	kmeans_0	Significance vs. kmeans_1
668	Hif3a	0.005170220128492547	1.9296665983699588	kmeans_0	Significance vs. kmeans_1
669	Ift43	0.005344557998277863	1.9323687379720058	kmeans_0	Significance vs. kmeans_1
670	Dctn2	0.005352469536993197	1.9980208087977143	kmeans_0	Significance vs. kmeans_1
671	Fubp1	0.005385402189281528	1.8872003449944812	kmeans_0	Significance vs. kmeans_1
672	Rpl5-ps2	0.005406790822795818	1.3593939953367569	kmeans_0	Significance vs. kmeans_1
673	Rps2-ps6	0.005411542901198589	1.3934943052741386	kmeans_0	Significance vs. kmeans_1
674	Gm4735	0.005439882766787163	1.6849484439804991	kmeans_0	Significance vs. kmeans_1
675	Ube2k	0.005439882766787163	1.877637869270205	kmeans_0	Significance vs. kmeans_1
676	Kdelc2	0.005460099247813376	1.9771078544643959	kmeans_0	Significance vs. kmeans_1
677	Sri	0.005479227980150098	1.7409419218724709	kmeans_0	Significance vs. kmeans_1
678	Gm28439	0.005567104354067265	1.7426770537798943	kmeans_0	Significance vs. kmeans_1
679	Prep	0.005634785859098735	2.0721845946118913	kmeans_0	Significance vs. kmeans_1
680	Myrf	0.005642955468084865	1.8479705434044744	kmeans_0	Significance vs. kmeans_1
681	Mtfr1	0.005642955468084865	2.124265699831463	kmeans_0	Significance vs. kmeans_1
682	Frmd6	0.005771923004629819	2.058047142161873	kmeans_0	Significance vs. kmeans_1
683	Plscr3	0.005926067447094806	2.0096596662233086	kmeans_0	Significance vs. kmeans_1
684	Skp1a	0.005930746347254628	1.3046270281080723	kmeans_0	Significance vs. kmeans_1
685	Pim1	0.006061023056779568	1.7269843612450666	kmeans_0	Significance vs. kmeans_1
686	Dlg1	0.00613144105937411	1.9101188032805336	kmeans_0	Significance vs. kmeans_1
687	Spin1	0.006150354440693627	1.790507554707027	kmeans_0	Significance vs. kmeans_1
688	Rps4x-ps	0.006153807628832889	1.3801793429549274	kmeans_0	Significance vs. kmeans_1
689	Rpl31-ps13	0.006221348425052743	1.3638188168188297	kmeans_0	Significance vs. kmeans_1
690	Ptprs	0.0062950070655083505	1.9840123822834315	kmeans_0	Significance vs. kmeans_1
691	Arhgap1	0.006300922501011776	1.874628689903601	kmeans_0	Significance vs. kmeans_1
692	Ltbp4	0.006322264282346114	1.9984505072572156	kmeans_0	Significance vs. kmeans_1
693	Wasf2	0.0063750559423862525	1.7483358580202883	kmeans_0	Significance vs. kmeans_1
694	Gm6472	0.006416302438871059	1.3370182377172033	kmeans_0	Significance vs. kmeans_1
695	Rps27l	0.006417421433155557	1.5071257419332673	kmeans_0	Significance vs. kmeans_1
696	Pacsin2	0.006429811120748231	1.983963201101899	kmeans_0	Significance vs. kmeans_1
697	Mprip	0.006429811120748231	1.6462669617833154	kmeans_0	Significance vs. kmeans_1
698	Sirt6	0.006524169543793691	1.6903624226786151	kmeans_0	Significance vs. kmeans_1
699	Ndufb7	0.006574775622414263	1.7394238928689336	kmeans_0	Significance vs. kmeans_1
700	Pkm	0.006577501812940179	1.720844979904856	kmeans_0	Significance vs. kmeans_1
701	Tpt1-ps3	0.006624103143872418	1.4442487350561795	kmeans_0	Significance vs. kmeans_1
702	Rabgap1l	0.006784646006870984	1.73200061872847	kmeans_0	Significance vs. kmeans_1
703	Atp6v0a4	0.006791720065844677	1.881653350643046	kmeans_0	Significance vs. kmeans_1
704	S100a16	0.006953288124936925	2.0651001120200294	kmeans_0	Significance vs. kmeans_1
705	Dnajb12	0.0070178856173232365	1.7213393103220713	kmeans_0	Significance vs. kmeans_1
706	Efnb2	0.007164879838975155	1.8176636569339986	kmeans_0	Significance vs. kmeans_1
707	Ajuba	0.007164879838975155	2.113764000709102	kmeans_0	Significance vs. kmeans_1
708	Gramd2	0.007164879838975155	1.7652034347078462	kmeans_0	Significance vs. kmeans_1
709	Sf3b1	0.007164879838975155	1.5687975149761064	kmeans_0	Significance vs. kmeans_1
710	Nnat	0.007373421483938098	1.6874552901082864	kmeans_0	Significance vs. kmeans_1
711	Gm28048	0.007666065888611708	1.8083027499617228	kmeans_0	Significance vs. kmeans_1
712	St13	0.007732005173466218	1.4902496062193034	kmeans_0	Significance vs. kmeans_1
713	Tmem263	0.007738963744488679	1.8473471892914015	kmeans_0	Significance vs. kmeans_1
714	Setd8	0.0077679010611422985	1.854077516336059	kmeans_0	Significance vs. kmeans_1
716	Smim10l1	0.007851977833961864	1.6800687326575596	kmeans_0	Significance vs. kmeans_1
715	Selk	0.007851977833961864	1.3415406060648456	kmeans_0	Significance vs. kmeans_1
717	Srsf11	0.007866086557350365	1.5023862189253672	kmeans_0	Significance vs. kmeans_1
718	Rpl9-ps4	0.007968796355098168	1.5236575666283778	kmeans_0	Significance vs. kmeans_1
719	Plec	0.00801421037267344	1.794718368772732	kmeans_0	Significance vs. kmeans_1
720	Spats2l	0.008031741299329022	1.8410616331484033	kmeans_0	Significance vs. kmeans_1
721	Gm13453	0.008130130683422571	1.301227705914503	kmeans_0	Significance vs. kmeans_1
722	Arhgap44	0.008154431856628659	1.5870926465298227	kmeans_0	Significance vs. kmeans_1
723	Tnfrsf21	0.00828687267775672	2.186156677808438	kmeans_0	Significance vs. kmeans_1
724	Gm13611	0.008330192572587198	1.3334790902236924	kmeans_0	Significance vs. kmeans_1
725	Tmcc1	0.008330192572587198	1.7704697915455372	kmeans_0	Significance vs. kmeans_1
726	Arf5	0.00838009126373091	1.8327625400969196	kmeans_0	Significance vs. kmeans_1
727	Plscr2	0.00838009126373091	1.855931028108392	kmeans_0	Significance vs. kmeans_1
728	Thbs1	0.008468463602623376	1.7483531244677255	kmeans_0	Significance vs. kmeans_1
729	Gm13835	0.008468463602623376	1.637424203543193	kmeans_0	Significance vs. kmeans_1
730	Esf1	0.008486360362002787	1.7565547088950797	kmeans_0	Significance vs. kmeans_1
731	Kctd9	0.008533970188369504	1.9472762157168524	kmeans_0	Significance vs. kmeans_1
732	Ktn1	0.008563030423777743	1.5925663833150177	kmeans_0	Significance vs. kmeans_1
733	Cdh1	0.008581327254411204	1.3733816251089406	kmeans_0	Significance vs. kmeans_1
734	Gatad1	0.008729132864413184	1.6491990834876313	kmeans_0	Significance vs. kmeans_1
735	Rack1	0.008837242119327682	1.3516343417996353	kmeans_0	Significance vs. kmeans_1
736	Fubp3	0.008940688251831516	1.7488532531536247	kmeans_0	Significance vs. kmeans_1
737	Hmha1	0.009016123616091167	1.846486761073827	kmeans_0	Significance vs. kmeans_1
738	Rasgef1b	0.009049644780850196	1.7917207422804802	kmeans_0	Significance vs. kmeans_1
739	Ctdsp2	0.009151420254877259	1.805473828946026	kmeans_0	Significance vs. kmeans_1
740	Dot1l	0.009182764381084816	1.9619459471286151	kmeans_0	Significance vs. kmeans_1
741	Susd2	0.009194730302236023	1.9932214617070718	kmeans_0	Significance vs. kmeans_1
742	Samd4	0.009216553027676504	1.9872595979669687	kmeans_0	Significance vs. kmeans_1
743	Maff	0.00921942250905302	1.9737424787131785	kmeans_0	Significance vs. kmeans_1
744	Gipc2	0.009247222330668442	1.8460171826408638	kmeans_0	Significance vs. kmeans_1
745	Snhg18	0.00926915002242639	1.7655996378165544	kmeans_0	Significance vs. kmeans_1
746	Polr2f	0.009335318009954324	1.831129320325723	kmeans_0	Significance vs. kmeans_1
748	Pak1ip1	0.00936202817608148	1.9076178245199342	kmeans_0	Significance vs. kmeans_1
747	Ppm1l	0.00936202817608148	2.0301658562826357	kmeans_0	Significance vs. kmeans_1
749	Murc	0.009386927595956088	2.0364779188112894	kmeans_0	Significance vs. kmeans_1
750	Brd1	0.00941906578993328	1.7285388447968493	kmeans_0	Significance vs. kmeans_1
751	Ivns1abp	0.00950762636425316	1.6282610580776555	kmeans_0	Significance vs. kmeans_1
752	Tmem63b	0.00950762636425316	1.9784093999760337	kmeans_0	Significance vs. kmeans_1
753	Phactr1	0.00950762636425316	1.9165577628808315	kmeans_0	Significance vs. kmeans_1
754	Mrpl23-ps1	0.009667187522290054	1.7383024682611432	kmeans_0	Significance vs. kmeans_1
755	Emc7	0.009778925321233062	1.8666739631737914	kmeans_0	Significance vs. kmeans_1
756	Tmbim1	0.009794738274632998	1.8168316890515037	kmeans_0	Significance vs. kmeans_1
757	Ube2d3	0.00991985413931903	1.4651084539141568	kmeans_0	Significance vs. kmeans_1
758	Platr22	0.010020125136207437	2.1934992906278743	kmeans_0	Significance vs. kmeans_1
759	Myo10	0.01020032254102339	1.8548441666374018	kmeans_0	Significance vs. kmeans_1
760	Nsd1	0.010274339363158108	1.5677299438184344	kmeans_0	Significance vs. kmeans_1
761	Ap1g1	0.010276041373388094	1.9278785051999152	kmeans_0	Significance vs. kmeans_1
762	Gsk3b	0.010276041373388094	1.31557688048335	kmeans_0	Significance vs. kmeans_1
763	Gm10080	0.010815371611965278	1.5091077921052567	kmeans_0	Significance vs. kmeans_1
764	Lims2	0.01083613470491387	2.114515671380228	kmeans_0	Significance vs. kmeans_1
765	Zbtb7a	0.011170741695102359	1.6985722552330493	kmeans_0	Significance vs. kmeans_1
766	Lyrm4	0.01119922420034163	1.8652102868396374	kmeans_0	Significance vs. kmeans_1
767	Gm12350	0.011236178768076387	1.3979494636994192	kmeans_0	Significance vs. kmeans_1
768	Fam120a	0.011245185127194872	1.552565190766559	kmeans_0	Significance vs. kmeans_1
769	Ass1	0.011248222378495749	2.0209913417115875	kmeans_0	Significance vs. kmeans_1
770	Psmb2	0.011309480586217082	1.6455517941056779	kmeans_0	Significance vs. kmeans_1
771	Ssh2	0.011309480586217082	1.843640267719731	kmeans_0	Significance vs. kmeans_1
772	Gm43112	0.011456543470002304	2.124800570509164	kmeans_0	Significance vs. kmeans_1
773	Snrpc	0.011651127325291223	1.7429317615451176	kmeans_0	Significance vs. kmeans_1
774	Gtf2h5	0.011691026824463659	1.711006859820079	kmeans_0	Significance vs. kmeans_1
775	Rbm45	0.011845443488630791	1.518497788803359	kmeans_0	Significance vs. kmeans_1
776	Slc26a2	0.011845443488630791	2.0799087060395833	kmeans_0	Significance vs. kmeans_1
777	Hmga2	0.011845443488630791	1.8416970217100541	kmeans_0	Significance vs. kmeans_1
778	Zkscan1	0.011896537989915674	1.9508118952225804	kmeans_0	Significance vs. kmeans_1
779	Eif4e2	0.011896537989915674	1.7531445985956713	kmeans_0	Significance vs. kmeans_1
780	Erdr1	0.011984731206840144	1.5807896583643535	kmeans_0	Significance vs. kmeans_1
781	Eif2s2	0.012225617706586384	1.4925779060632174	kmeans_0	Significance vs. kmeans_1
782	Cd2ap	0.012241589265209742	1.8195860465864182	kmeans_0	Significance vs. kmeans_1
783	Mad2l1bp	0.012297872207175434	2.0674632821359995	kmeans_0	Significance vs. kmeans_1
784	Gm10094	0.012511044747543084	1.7144094607049347	kmeans_0	Significance vs. kmeans_1
785	Crlf3	0.012666978951879343	1.8205447121640639	kmeans_0	Significance vs. kmeans_1
786	Epb41l5	0.012677404789862734	1.6282937463449656	kmeans_0	Significance vs. kmeans_1
787	Rb1cc1	0.012740161370199257	1.5828802933219812	kmeans_0	Significance vs. kmeans_1
788	Mal	0.012740161370199257	1.6280492572281104	kmeans_0	Significance vs. kmeans_1
789	Lrrc8a	0.012740161370199257	1.8467655714564413	kmeans_0	Significance vs. kmeans_1
790	Twsg1	0.012740161370199257	1.7212191912652406	kmeans_0	Significance vs. kmeans_1
791	Rac1	0.012844160386981798	1.6165656905112873	kmeans_0	Significance vs. kmeans_1
792	Cyba	0.01286990894730901	1.7717665163800171	kmeans_0	Significance vs. kmeans_1
793	Pafah1b1	0.01292945360603975	1.6289272775504988	kmeans_0	Significance vs. kmeans_1
794	ND3	0.01301864383665204	1.5123411947917338	kmeans_0	Significance vs. kmeans_1
795	Arxes2	0.0130214939423888	1.9291333943246565	kmeans_0	Significance vs. kmeans_1
796	Rock2	0.013040451449231173	1.6757648911114267	kmeans_0	Significance vs. kmeans_1
797	Adipor1	0.013110820431355065	1.7144737113619082	kmeans_0	Significance vs. kmeans_1
798	Smg7	0.013190409839384905	1.5286465515992655	kmeans_0	Significance vs. kmeans_1
799	Tbl1x	0.013211903224577508	1.8638530420654542	kmeans_0	Significance vs. kmeans_1
801	Cfdp1	0.013239037119262026	1.7803734857823348	kmeans_0	Significance vs. kmeans_1
800	Syne2	0.013239037119262026	1.6483944135087	kmeans_0	Significance vs. kmeans_1
802	Yipf4	0.013255135936494097	1.7405161154255404	kmeans_0	Significance vs. kmeans_1
803	Ywhah	0.01326269320947668	1.8578950352979822	kmeans_0	Significance vs. kmeans_1
804	Gm10108	0.013394053294983508	1.634802126223792	kmeans_0	Significance vs. kmeans_1
805	Set	0.013436062512218518	1.3633013161528955	kmeans_0	Significance vs. kmeans_1
806	Rassf7	0.013436062512218518	1.8891604406082845	kmeans_0	Significance vs. kmeans_1
807	Gm2174	0.013533357235887805	1.339661293215041	kmeans_0	Significance vs. kmeans_1
808	Gm6344	0.013614221729709105	1.3667127420506653	kmeans_0	Significance vs. kmeans_1
809	Gm12231	0.013760045617997943	1.3456641220452854	kmeans_0	Significance vs. kmeans_1
810	Cldn4	0.013914192049949878	1.9998919350013435	kmeans_0	Significance vs. kmeans_1
811	Rbbp9	0.013962955708934374	2.0917995892594514	kmeans_0	Significance vs. kmeans_1
812	Susd6	0.014010292040870575	1.8888879203108597	kmeans_0	Significance vs. kmeans_1
813	Rasgrf2	0.014025406658169658	1.7379308749589353	kmeans_0	Significance vs. kmeans_1
814	Dynlrb1	0.014077424093112776	1.4826116284257806	kmeans_0	Significance vs. kmeans_1
815	Ap2a2	0.014114600935396421	1.6677738877744803	kmeans_0	Significance vs. kmeans_1
816	Hnrnpf	0.014155264828281404	1.638975831924853	kmeans_0	Significance vs. kmeans_1
817	Fam177a	0.0145330377333247	1.7162741043229712	kmeans_0	Significance vs. kmeans_1
818	Kcnq1ot1	0.014689764238823908	1.547982147101037	kmeans_0	Significance vs. kmeans_1
819	Gm12481	0.01471886772832398	1.400423282625091	kmeans_0	Significance vs. kmeans_1
820	Sec14l1	0.014850047061791213	1.8189733467943585	kmeans_0	Significance vs. kmeans_1
821	Shroom4	0.014896277511027189	2.0154464840386654	kmeans_0	Significance vs. kmeans_1
822	Dync1li1	0.014907785858676312	1.8374056439008766	kmeans_0	Significance vs. kmeans_1
823	Tardbp	0.014918127454542929	1.5958616318018664	kmeans_0	Significance vs. kmeans_1
824	Cdk6	0.015178054477943893	1.9644895430648888	kmeans_0	Significance vs. kmeans_1
825	Ptbp3	0.015227676114135518	1.7529005091206529	kmeans_0	Significance vs. kmeans_1
826	Prkcdbp	0.015328281012984498	1.66141010040228	kmeans_0	Significance vs. kmeans_1
827	Rusc1	0.015328281012984498	1.7894180249250948	kmeans_0	Significance vs. kmeans_1
828	Ikzf2	0.0154644906945095	1.81937103916113	kmeans_0	Significance vs. kmeans_1
829	Lemd2	0.015534398212391727	1.9725617522475993	kmeans_0	Significance vs. kmeans_1
830	Ypel5	0.015628013109087097	1.5115323063640878	kmeans_0	Significance vs. kmeans_1
831	Cbx6	0.015670234195059203	1.707570773797568	kmeans_0	Significance vs. kmeans_1
832	Tpr	0.015670234195059203	1.6225219500319819	kmeans_0	Significance vs. kmeans_1
833	Dlk2	0.015775487441593006	1.8422122676495207	kmeans_0	Significance vs. kmeans_1
835	Foxn3	0.015893468876887716	1.6487244435946553	kmeans_0	Significance vs. kmeans_1
834	Gpx1	0.015893468876887716	1.334699716839318	kmeans_0	Significance vs. kmeans_1
836	Gm4613	0.015982024207232392	1.414242657269377	kmeans_0	Significance vs. kmeans_1
837	Rapgef4	0.015982024207232392	1.7647735498831885	kmeans_0	Significance vs. kmeans_1
838	Tacstd2	0.016247795720488487	2.070838402663718	kmeans_0	Significance vs. kmeans_1
839	Wbp4	0.016253261815055743	1.776465173731719	kmeans_0	Significance vs. kmeans_1
840	Sfn	0.016336799708701066	1.863239665796633	kmeans_0	Significance vs. kmeans_1
841	Chchd1	0.01648475875145477	1.7464937190090526	kmeans_0	Significance vs. kmeans_1
842	Prdx5	0.01648569631527494	1.6555955284866277	kmeans_0	Significance vs. kmeans_1
843	Pygl	0.016518280838003253	1.7710753525029084	kmeans_0	Significance vs. kmeans_1
844	Kdm3b	0.016648637302471823	1.857560432799132	kmeans_0	Significance vs. kmeans_1
845	Rpl5-ps1	0.01666056140775163	1.4021016099716106	kmeans_0	Significance vs. kmeans_1
846	Ehbp1	0.016684762147833158	1.5882979269028117	kmeans_0	Significance vs. kmeans_1
847	Tpm3-rs7	0.016790968945961937	1.4967294414041028	kmeans_0	Significance vs. kmeans_1
848	Ss18	0.016790968945961937	1.8526806913205334	kmeans_0	Significance vs. kmeans_1
849	Kctd10	0.01686463059812637	1.9647668091007886	kmeans_0	Significance vs. kmeans_1
850	Id1	0.016903205878121188	1.825792005134729	kmeans_0	Significance vs. kmeans_1
851	Tpm4	0.01704633550779399	1.5541139588685882	kmeans_0	Significance vs. kmeans_1
853	Gm10243	0.01716846805008399	1.435542291083552	kmeans_0	Significance vs. kmeans_1
852	Sec24a	0.01716846805008399	1.7267853889003406	kmeans_0	Significance vs. kmeans_1
854	D17H6S53E	0.017270010500373245	1.643852572250519	kmeans_0	Significance vs. kmeans_1
855	Cyth3	0.017733883027297646	1.9139618295885827	kmeans_0	Significance vs. kmeans_1
856	Nras	0.01801113621001327	1.5358866609510278	kmeans_0	Significance vs. kmeans_1
857	Med21	0.01819411815583299	1.7919038973217334	kmeans_0	Significance vs. kmeans_1
858	Dnm2	0.01819411815583299	1.9028076162963694	kmeans_0	Significance vs. kmeans_1
859	Prkci	0.018253058499785927	1.7771137072065657	kmeans_0	Significance vs. kmeans_1
860	Khdrbs1	0.01828861524379175	1.7298886294284892	kmeans_0	Significance vs. kmeans_1
861	Anp32a	0.01830852905931196	1.6282573513425291	kmeans_0	Significance vs. kmeans_1
862	Klf10	0.018544229419721087	1.8690330545622682	kmeans_0	Significance vs. kmeans_1
863	Arhgap5	0.0188506819114309	1.5860956184616242	kmeans_0	Significance vs. kmeans_1
864	Sptan1	0.018904003881339216	1.6309069051118417	kmeans_0	Significance vs. kmeans_1
865	Psme2b	0.01935046774474809	1.5543355009481281	kmeans_0	Significance vs. kmeans_1
866	Gm38228	0.019439416250766763	1.3772530831103116	kmeans_0	Significance vs. kmeans_1
867	Gm5641	0.019568203881290467	1.5632575173914736	kmeans_0	Significance vs. kmeans_1
868	Ccdc12	0.019655608154498672	1.7056698931967862	kmeans_0	Significance vs. kmeans_1
869	Nt5dc2	0.01985620650759237	1.7999541131288859	kmeans_0	Significance vs. kmeans_1
871	Tns2	0.02031037120670718	1.8891163045827668	kmeans_0	Significance vs. kmeans_1
870	Rhof	0.02031037120670718	2.1031037547183193	kmeans_0	Significance vs. kmeans_1
872	Spty2d1	0.0206184014261483	1.9206691642138887	kmeans_0	Significance vs. kmeans_1
873	Gm6863	0.020648836064002595	1.4052691089406957	kmeans_0	Significance vs. kmeans_1
874	Abca5	0.020709892710819657	1.866740633553128	kmeans_0	Significance vs. kmeans_1
875	Rnf19a	0.020768812703645723	1.737808003806315	kmeans_0	Significance vs. kmeans_1
876	Tra2a	0.020843363640208976	1.4863711780367812	kmeans_0	Significance vs. kmeans_1
877	Cnot3	0.020957933597230714	1.6010023096912829	kmeans_0	Significance vs. kmeans_1
878	Atox1	0.02100608114293952	1.3565334602460055	kmeans_0	Significance vs. kmeans_1
879	Slc24a5	0.021028004109685205	1.6518283235814084	kmeans_0	Significance vs. kmeans_1
880	Stam	0.02108396807188033	1.8053851836518964	kmeans_0	Significance vs. kmeans_1
881	ND4L	0.0210845443909131	1.7439844252610481	kmeans_0	Significance vs. kmeans_1
882	Mnat1	0.021143977039063285	1.6872082417390393	kmeans_0	Significance vs. kmeans_1
883	Cct5	0.021161091092695008	1.5137017051735797	kmeans_0	Significance vs. kmeans_1
884	Rab5a	0.021217426623729583	1.8336547718409193	kmeans_0	Significance vs. kmeans_1
